time, translated_id, translated_type, reported_id, reported_type
1397820481,10,1,Apr 18, 2014 7:28:01 AM
1397820513,10,1,Apr 18, 2014 7:28:34 AM
1397820514,10,0,Apr 18, 2014 7:28:34 AM
1397820683,10,0,Apr 18, 2014 7:31:24 AM
1397820684,10,1,Apr 18, 2014 7:31:24 AM
1397899887,10,1,Apr 19, 2014 5:31:28 AM
1397899888,10,0,Apr 19, 2014 5:31:28 AM
1397900262,10,0,Apr 19, 2014 5:37:43 AM
1397900263,10,1,Apr 19, 2014 5:37:43 AM
1397922978,10,1,Apr 19, 2014 11:56:19 AM
1397922979,10,0,Apr 19, 2014 11:56:19 AM
1397922979,10,0,Apr 19, 2014 11:56:20 AM
1397922980,10,1,Apr 19, 2014 11:56:20 AM
1397988212,10,1,Apr 20, 2014 6:03:33 AM
1397988213,10,0,Apr 20, 2014 6:03:33 AM
1397989760,10,0,Apr 20, 2014 6:29:21 AM
1397989761,10,1,Apr 20, 2014 6:29:21 AM
1397989762,10,1,Apr 20, 2014 6:29:23 AM
1397989763,10,0,Apr 20, 2014 6:29:23 AM
1397989826,10,0,Apr 20, 2014 6:30:27 AM
1397989827,10,1,Apr 20, 2014 6:30:27 AM
1397989828,10,1,Apr 20, 2014 6:30:29 AM
1397989829,10,0,Apr 20, 2014 6:30:29 AM
1397989835,10,0,Apr 20, 2014 6:30:36 AM
1397989836,10,1,Apr 20, 2014 6:30:36 AM
1397989849,10,1,Apr 20, 2014 6:30:50 AM
1397989850,10,0,Apr 20, 2014 6:30:50 AM
1397990457,10,0,Apr 20, 2014 6:40:58 AM
1397990458,10,1,Apr 20, 2014 6:40:58 AM
1398163293,10,1,Apr 22, 2014 6:41:34 AM
1398163294,10,0,Apr 22, 2014 6:41:34 AM
1398163302,10,0,Apr 22, 2014 6:41:43 AM
1398163303,10,1,Apr 22, 2014 6:41:43 AM
1398184825,10,1,Apr 22, 2014 12:40:26 PM
1398184826,10,0,Apr 22, 2014 12:40:26 PM
1398184835,10,0,Apr 22, 2014 12:40:36 PM
1398184836,10,1,Apr 22, 2014 12:40:36 PM
1398229804,10,1,Apr 23, 2014 1:10:05 PM
1398229805,10,0,Apr 23, 2014 1:10:05 PM
1398231613,10,0,Apr 23, 2014 1:40:14 AM
1398231614,10,1,Apr 23, 2014 1:40:14 AM
1398236972,10,1,Apr 23, 2014 3:09:33 AM
1398236973,10,0,Apr 23, 2014 3:09:33 AM
1398237064,10,0,Apr 23, 2014 3:11:05 AM
1398237065,10,1,Apr 23, 2014 3:11:05 AM
1398242174,10,1,Apr 23, 2014 4:36:15 AM
1398242175,10,0,Apr 23, 2014 4:36:15 AM
1398242279,10,0,Apr 23, 2014 4:38:00 AM
1398242280,10,1,Apr 23, 2014 4:38:00 AM
1398244483,10,1,Apr 23, 2014 5:14:44 AM
1398244484,10,0,Apr 23, 2014 5:14:44 AM
1398244498,10,0,Apr 23, 2014 5:14:59 AM
1398244499,10,1,Apr 23, 2014 5:14:59 AM
1398250685,10,1,Apr 23, 2014 6:58:06 AM
1398250686,10,0,Apr 23, 2014 6:58:06 AM
1398250692,10,0,Apr 23, 2014 6:58:13 AM
1398250693,10,1,Apr 23, 2014 6:58:13 AM
1398250714,10,1,Apr 23, 2014 6:58:35 AM
1398250715,10,0,Apr 23, 2014 6:58:35 AM
1398267659,10,0,Apr 23, 2014 11:41:00 AM
1398267660,10,1,Apr 23, 2014 11:41:00 AM
1398410410,10,1,Apr 25, 2014 3:20:11 AM
1398410411,10,0,Apr 25, 2014 3:20:11 AM
1398410442,10,0,Apr 25, 2014 3:20:43 AM
1398410443,10,1,Apr 25, 2014 3:20:43 AM
1398423203,10,1,Apr 25, 2014 6:53:24 AM
1398423204,10,0,Apr 25, 2014 6:53:24 AM
1398444008,10,0,Apr 25, 2014 12:40:09 AM
1398444009,10,1,Apr 25, 2014 12:40:09 AM
1398688975,10,1,Apr 28, 2014 8:42:56 AM
1398688976,10,0,Apr 28, 2014 8:42:56 AM
1398697772,10,0,Apr 28, 2014 11:09:33 PM
1398697773,10,1,Apr 28, 2014 11:09:33 PM
1398697812,10,1,Apr 28, 2014 11:10:13 PM
1398697813,10,0,Apr 28, 2014 11:10:13 PM
1398699616,10,0,Apr 28, 2014 11:40:17 PM
1398699617,10,1,Apr 28, 2014 11:40:17 PM
1398760841,10,1,Apr 29, 2014 4:40:42 PM
1398760842,10,0,Apr 29, 2014 4:40:42 PM
1398765337,10,0,Apr 29, 2014 5:55:38 PM
1398765338,10,1,Apr 29, 2014 5:55:38 PM
1398777143,10,1,Apr 29, 2014 9:12:24 PM
1398777144,10,0,Apr 29, 2014 9:12:24 PM
1398777179,10,0,Apr 29, 2014 9:13:00 PM
1398777180,10,1,Apr 29, 2014 9:13:00 PM
1398777516,10,1,Apr 29, 2014 9:18:37 PM
1398777517,10,0,Apr 29, 2014 9:18:37 PM
1398777592,10,0,Apr 29, 2014 9:19:53 PM
1398777593,10,1,Apr 29, 2014 9:19:53 PM
1398844462,10,1,Apr 30, 2014 3:54:23 AM
1398844463,10,0,Apr 30, 2014 3:54:23 AM
1398854953,10,0,Apr 30, 2014 6:49:14 PM
1398854954,10,1,Apr 30, 2014 6:49:14 PM
1398855355,10,1,Apr 30, 2014 6:55:56 AM
1398855356,10,0,Apr 30, 2014 6:55:56 AM
1398855365,10,0,Apr 30, 2014 6:56:06 AM
1398855366,10,1,Apr 30, 2014 6:56:06 AM
1398856728,10,1,Apr 30, 2014 7:18:49 AM
1398856729,10,0,Apr 30, 2014 7:18:49 AM
1398856842,10,0,Apr 30, 2014 7:20:43 AM
1398856843,10,1,Apr 30, 2014 7:20:43 AM
1398856865,10,1,Apr 30, 2014 7:21:06 AM
1398856866,10,0,Apr 30, 2014 7:21:06 AM
1398859297,10,0,Apr 30, 2014 8:01:38 PM
1398859298,10,1,Apr 30, 2014 8:01:38 PM
1398859647,10,1,Apr 30, 2014 8:07:28 AM
1398859648,10,0,Apr 30, 2014 8:07:28 AM
1398860036,10,0,Apr 30, 2014 8:13:57 AM
1398860037,10,1,Apr 30, 2014 8:13:57 AM
1398860059,10,1,Apr 30, 2014 8:14:20 AM
1398860060,10,0,Apr 30, 2014 8:14:20 AM
1398860744,10,0,Apr 30, 2014 8:25:45 PM
1398860745,10,1,Apr 30, 2014 8:25:45 PM
1398860866,10,1,Apr 30, 2014 8:27:47 PM
1398860867,10,0,Apr 30, 2014 8:27:47 PM
1398860867,10,0,Apr 30, 2014 8:27:48 PM
1398860868,10,1,Apr 30, 2014 8:27:48 PM
1398860954,10,1,Apr 30, 2014 8:29:15 PM
1398860955,10,0,Apr 30, 2014 8:29:15 PM
1398860955,10,0,Apr 30, 2014 8:29:16 PM
1398860956,10,1,Apr 30, 2014 8:29:16 PM
1398861789,10,1,Apr 30, 2014 8:43:10 PM
1398861790,10,0,Apr 30, 2014 8:43:10 PM
1398861790,10,0,Apr 30, 2014 8:43:11 PM
1398861791,10,1,Apr 30, 2014 8:43:11 PM
1398861850,10,1,Apr 30, 2014 8:44:11 PM
1398861851,10,0,Apr 30, 2014 8:44:11 PM
1398867506,10,0,Apr 30, 2014 10:18:27 AM
1398867507,10,1,Apr 30, 2014 10:18:27 AM
1398867508,10,1,Apr 30, 2014 10:18:29 AM
1398867509,10,0,Apr 30, 2014 10:18:29 AM
1398870411,10,0,Apr 30, 2014 11:06:52 AM
1398870412,10,1,Apr 30, 2014 11:06:52 AM
1398870413,10,1,Apr 30, 2014 11:06:54 AM
1398870414,10,0,Apr 30, 2014 11:06:54 AM
1398871322,10,0,Apr 30, 2014 11:22:03 AM
1398871323,10,1,Apr 30, 2014 11:22:03 AM
1398872701,10,1,Apr 30, 2014 11:45:02 PM
1398872702,10,0,Apr 30, 2014 11:45:02 PM
1398872702,10,0,Apr 30, 2014 11:45:03 PM
1398872703,10,1,Apr 30, 2014 11:45:03 PM
1398872727,10,1,Apr 30, 2014 11:45:28 PM
1398872728,10,0,Apr 30, 2014 11:45:28 PM
1398872728,10,0,Apr 30, 2014 11:45:29 PM
1398872729,10,1,Apr 30, 2014 11:45:29 PM
1398872745,10,1,Apr 30, 2014 11:45:46 PM
1398872746,10,0,Apr 30, 2014 11:45:46 PM
1398872747,10,0,Apr 30, 2014 11:45:48 PM
1398872748,10,1,Apr 30, 2014 11:45:48 PM
1398872750,10,1,Apr 30, 2014 11:45:51 PM
1398872751,10,0,Apr 30, 2014 11:45:51 PM
1398872751,10,0,Apr 30, 2014 11:45:52 PM
1398872752,10,1,Apr 30, 2014 11:45:52 PM
1398872757,10,1,Apr 30, 2014 11:45:58 PM
1398872758,10,0,Apr 30, 2014 11:45:58 PM
1398872770,10,0,Apr 30, 2014 11:46:11 PM
1398872771,10,1,Apr 30, 2014 11:46:11 PM
1398872773,10,1,Apr 30, 2014 11:46:14 PM
1398872774,10,0,Apr 30, 2014 11:46:14 PM
1398872914,10,0,Apr 30, 2014 11:48:35 PM
1398872915,10,1,Apr 30, 2014 11:48:35 PM
1398873084,10,1,Apr 30, 2014 11:51:25 PM
1398873085,10,0,Apr 30, 2014 11:51:25 PM
1398873386,10,0,Apr 30, 2014 11:56:27 PM
1398873387,10,1,Apr 30, 2014 11:56:27 PM
1398873391,10,1,Apr 30, 2014 11:56:32 PM
1398873392,10,0,Apr 30, 2014 11:56:32 PM
1398873396,10,0,Apr 30, 2014 11:56:37 PM
1398873397,10,1,Apr 30, 2014 11:56:37 PM
1398873476,10,1,Apr 30, 2014 11:57:57 PM
1398873477,10,0,Apr 30, 2014 11:57:57 PM
1398873713,10,0,Apr 30, 2014 12:01:54 PM
1398873714,10,1,Apr 30, 2014 12:01:54 PM
1398873954,10,1,Apr 30, 2014 12:05:55 PM
1398873955,10,0,Apr 30, 2014 12:05:55 PM
1398876347,10,0,Apr 30, 2014 12:45:48 PM
1398876348,10,1,Apr 30, 2014 12:45:48 PM
1398921873,10,1,May 1, 2014 1:24:34 PM
1398921874,10,0,May 1, 2014 1:24:34 PM
1398921890,10,0,May 1, 2014 1:24:51 PM
1398921891,10,1,May 1, 2014 1:24:51 PM
1398921892,10,1,May 1, 2014 1:24:53 PM
1398921893,10,0,May 1, 2014 1:24:53 PM
1398921927,10,0,May 1, 2014 1:25:28 PM
1398921928,10,1,May 1, 2014 1:25:28 PM
1398921930,10,1,May 1, 2014 1:25:31 PM
1398921931,10,0,May 1, 2014 1:25:31 PM
1398927368,10,0,May 1, 2014 2:56:09 AM
1398927369,10,1,May 1, 2014 2:56:09 AM
1398936046,10,1,May 1, 2014 5:20:47 AM
1398936047,10,0,May 1, 2014 5:20:47 AM
1398938409,10,0,May 1, 2014 6:00:10 AM
1398938410,10,1,May 1, 2014 6:00:10 AM
1398938542,10,1,May 1, 2014 6:02:23 AM
1398938543,10,0,May 1, 2014 6:02:23 AM
1398947194,10,0,May 1, 2014 8:26:35 PM
1398947195,10,1,May 1, 2014 8:26:35 PM
1398947195,10,1,May 1, 2014 8:26:36 PM
1398947196,10,0,May 1, 2014 8:26:36 PM
1398947355,10,0,May 1, 2014 8:29:16 PM
1398947356,10,1,May 1, 2014 8:29:16 PM
1398947468,10,1,May 1, 2014 8:31:09 PM
1398947469,10,0,May 1, 2014 8:31:09 PM
1398948353,10,0,May 1, 2014 8:45:54 PM
1398948354,10,1,May 1, 2014 8:45:54 PM
1398948508,10,1,May 1, 2014 8:48:29 PM
1398948509,10,0,May 1, 2014 8:48:29 PM
1398949167,10,0,May 1, 2014 8:59:28 PM
1398949168,10,1,May 1, 2014 8:59:28 PM
1398949174,10,1,May 1, 2014 8:59:35 PM
1398949175,10,0,May 1, 2014 8:59:35 PM
1398949177,10,0,May 1, 2014 8:59:38 PM
1398949178,10,1,May 1, 2014 8:59:38 PM
1398949182,10,1,May 1, 2014 8:59:43 PM
1398949183,10,0,May 1, 2014 8:59:43 PM
1398949663,10,0,May 1, 2014 9:07:44 PM
1398949664,10,1,May 1, 2014 9:07:44 PM
1398950531,10,1,May 1, 2014 9:22:12 PM
1398950532,10,0,May 1, 2014 9:22:12 PM
1398951151,10,0,May 1, 2014 9:32:32 PM
1398951152,10,1,May 1, 2014 9:32:32 PM
1398951155,10,1,May 1, 2014 9:32:36 PM
1398951156,10,0,May 1, 2014 9:32:36 PM
1398951632,10,0,May 1, 2014 9:40:33 PM
1398951633,10,1,May 1, 2014 9:40:33 PM
1398951641,10,1,May 1, 2014 9:40:42 PM
1398951642,10,0,May 1, 2014 9:40:42 PM
1398951663,10,0,May 1, 2014 9:41:04 PM
1398951664,10,1,May 1, 2014 9:41:04 PM
1398951675,10,1,May 1, 2014 9:41:16 PM
1398951676,10,0,May 1, 2014 9:41:16 PM
1398951698,10,0,May 1, 2014 9:41:39 PM
1398951699,10,1,May 1, 2014 9:41:39 PM
1398951714,10,1,May 1, 2014 9:41:55 PM
1398951715,10,0,May 1, 2014 9:41:55 PM
1398951716,10,0,May 1, 2014 9:41:57 PM
1398951717,10,1,May 1, 2014 9:41:57 PM
1398951875,10,1,May 1, 2014 9:44:36 PM
1398951876,10,0,May 1, 2014 9:44:36 PM
1398954310,10,0,May 1, 2014 10:25:11 AM
1398954311,10,1,May 1, 2014 10:25:11 AM
1398954313,10,1,May 1, 2014 10:25:14 AM
1398954314,10,0,May 1, 2014 10:25:14 AM
1398954347,10,0,May 1, 2014 10:25:48 AM
1398954348,10,1,May 1, 2014 10:25:48 AM
1398954349,10,1,May 1, 2014 10:25:50 AM
1398954350,10,0,May 1, 2014 10:25:50 AM
1398956418,10,0,May 1, 2014 11:00:19 PM
1398956419,10,1,May 1, 2014 11:00:19 PM
1398956682,10,1,May 1, 2014 11:04:43 PM
1398956683,10,0,May 1, 2014 11:04:43 PM
1398957725,10,0,May 1, 2014 11:22:06 PM
1398957726,10,1,May 1, 2014 11:22:06 PM
1398957732,10,1,May 1, 2014 11:22:13 PM
1398957733,10,0,May 1, 2014 11:22:13 PM
1398957852,10,0,May 1, 2014 11:24:13 PM
1398957853,10,1,May 1, 2014 11:24:13 PM
1398958012,10,1,May 1, 2014 11:26:53 PM
1398958013,10,0,May 1, 2014 11:26:53 PM
1398958017,10,0,May 1, 2014 11:26:58 PM
1398958018,10,1,May 1, 2014 11:26:58 PM
1398958018,10,1,May 1, 2014 11:26:59 PM
1398958019,10,0,May 1, 2014 11:26:59 PM
1398958020,10,0,May 1, 2014 11:27:01 PM
1398958021,10,1,May 1, 2014 11:27:01 PM
1398958031,10,1,May 1, 2014 11:27:12 PM
1398958032,10,0,May 1, 2014 11:27:12 PM
1398958035,10,0,May 1, 2014 11:27:16 PM
1398958036,10,1,May 1, 2014 11:27:16 PM
1398958038,10,1,May 1, 2014 11:27:19 PM
1398958039,10,0,May 1, 2014 11:27:19 PM
1398958948,10,0,May 1, 2014 11:42:29 PM
1398958949,10,1,May 1, 2014 11:42:29 PM
1398958949,10,1,May 1, 2014 11:42:30 PM
1398958950,10,0,May 1, 2014 11:42:30 PM
1398958951,10,0,May 1, 2014 11:42:32 PM
1398958952,10,1,May 1, 2014 11:42:32 PM
1398958962,10,1,May 1, 2014 11:42:43 PM
1398958963,10,0,May 1, 2014 11:42:43 PM
1398958981,10,0,May 1, 2014 11:43:02 PM
1398958982,10,1,May 1, 2014 11:43:02 PM
1398958986,10,1,May 1, 2014 11:43:07 PM
1398958987,10,0,May 1, 2014 11:43:07 PM
1398958987,10,0,May 1, 2014 11:43:08 PM
1398958988,10,1,May 1, 2014 11:43:08 PM
1398958989,10,1,May 1, 2014 11:43:10 PM
1398958990,10,0,May 1, 2014 11:43:10 PM
1398959023,10,0,May 1, 2014 11:43:44 PM
1398959024,10,1,May 1, 2014 11:43:44 PM
1398959028,10,1,May 1, 2014 11:43:49 PM
1398959029,10,0,May 1, 2014 11:43:49 PM
1398959041,10,0,May 1, 2014 11:44:02 PM
1398959042,10,1,May 1, 2014 11:44:02 PM
1398959098,10,1,May 1, 2014 11:44:59 PM
1398959099,10,0,May 1, 2014 11:44:59 PM
1398959119,10,0,May 1, 2014 11:45:20 PM
1398959120,10,1,May 1, 2014 11:45:20 PM
1398959125,10,1,May 1, 2014 11:45:26 PM
1398959126,10,0,May 1, 2014 11:45:26 PM
1398959344,10,0,May 1, 2014 11:49:05 PM
1398959345,10,1,May 1, 2014 11:49:05 PM
1398959351,10,1,May 1, 2014 11:49:12 PM
1398959352,10,0,May 1, 2014 11:49:12 PM
1398959534,10,0,May 1, 2014 11:52:15 PM
1398959535,10,1,May 1, 2014 11:52:15 PM
1398959536,10,1,May 1, 2014 11:52:17 PM
1398959537,10,0,May 1, 2014 11:52:17 PM
1398959556,10,0,May 1, 2014 11:52:37 PM
1398959557,10,1,May 1, 2014 11:52:37 PM
1398959559,10,1,May 1, 2014 11:52:40 PM
1398959560,10,0,May 1, 2014 11:52:40 PM
1398959571,10,0,May 1, 2014 11:52:52 PM
1398959572,10,1,May 1, 2014 11:52:52 PM
1398959731,10,1,May 1, 2014 11:55:32 PM
1398959732,10,0,May 1, 2014 11:55:32 PM
1398959746,10,0,May 1, 2014 11:55:47 PM
1398959747,10,1,May 1, 2014 11:55:47 PM
1398959749,10,1,May 1, 2014 11:55:50 PM
1398959750,10,0,May 1, 2014 11:55:50 PM
1398959853,10,0,May 1, 2014 11:57:34 PM
1398959854,10,1,May 1, 2014 11:57:34 PM
1398959855,10,1,May 1, 2014 11:57:36 PM
1398959856,10,0,May 1, 2014 11:57:36 PM
1398959862,10,0,May 1, 2014 11:57:43 PM
1398959863,10,1,May 1, 2014 11:57:43 PM
1398959865,10,1,May 1, 2014 11:57:46 PM
1398959866,10,0,May 1, 2014 11:57:46 PM
1398959890,10,0,May 1, 2014 11:58:11 PM
1398959891,10,1,May 1, 2014 11:58:11 PM
1398959911,10,1,May 1, 2014 11:58:32 PM
1398959912,10,0,May 1, 2014 11:58:32 PM
1398959917,10,0,May 1, 2014 11:58:38 PM
1398959918,10,1,May 1, 2014 11:58:38 PM
1398959946,10,1,May 1, 2014 11:59:07 PM
1398959947,10,0,May 1, 2014 11:59:07 PM
1398959949,10,0,May 1, 2014 11:59:10 PM
1398959950,10,1,May 1, 2014 11:59:10 PM
1398959957,10,1,May 1, 2014 11:59:18 PM
1398959958,10,0,May 1, 2014 11:59:18 PM
1398959969,10,0,May 1, 2014 11:59:30 PM
1398959970,10,1,May 1, 2014 11:59:30 PM
1398960386,10,1,May 1, 2014 12:06:27 AM
1398960387,10,0,May 1, 2014 12:06:27 AM
1398961297,10,0,May 1, 2014 12:21:38 AM
1398961298,10,1,May 1, 2014 12:21:38 AM
1398961304,10,1,May 1, 2014 12:21:45 AM
1398961305,10,0,May 1, 2014 12:21:45 AM
1398961305,10,0,May 1, 2014 12:21:46 AM
1398961306,10,1,May 1, 2014 12:21:46 AM
1398961312,10,1,May 1, 2014 12:21:53 PM
1398961313,10,0,May 1, 2014 12:21:53 PM
1398961941,10,0,May 1, 2014 12:32:22 AM
1398961942,10,1,May 1, 2014 12:32:22 AM
1398962059,10,1,May 1, 2014 12:34:20 AM
1398962060,10,0,May 1, 2014 12:34:20 AM
1398963027,10,0,May 1, 2014 12:50:28 PM
1398963028,10,1,May 1, 2014 12:50:28 PM
1399006970,10,1,May 2, 2014 1:02:51 AM
1399006971,10,0,May 2, 2014 1:02:51 AM
1399007323,10,0,May 2, 2014 1:08:44 AM
1399007324,10,1,May 2, 2014 1:08:44 AM
1399007778,10,1,May 2, 2014 1:16:19 AM
1399007779,10,0,May 2, 2014 1:16:19 AM
1399009314,10,0,May 2, 2014 1:41:55 PM
1399009315,10,1,May 2, 2014 1:41:55 PM
1399016291,10,1,May 2, 2014 3:38:12 AM
1399016292,10,0,May 2, 2014 3:38:12 AM
1399016467,10,0,May 2, 2014 3:41:08 AM
1399016468,10,1,May 2, 2014 3:41:08 AM
1399019226,10,1,May 2, 2014 4:27:07 PM
1399019227,10,0,May 2, 2014 4:27:07 PM
1399019252,10,0,May 2, 2014 4:27:33 PM
1399019253,10,1,May 2, 2014 4:27:33 PM
1399019777,10,1,May 2, 2014 4:36:18 PM
1399019778,10,0,May 2, 2014 4:36:18 PM
1399019802,10,0,May 2, 2014 4:36:43 PM
1399019803,10,1,May 2, 2014 4:36:43 PM
1399020590,10,1,May 2, 2014 4:49:51 PM
1399020591,10,0,May 2, 2014 4:49:51 PM
1399021811,10,0,May 2, 2014 5:10:12 PM
1399021812,10,1,May 2, 2014 5:10:12 PM
1399024520,10,1,May 2, 2014 5:55:21 PM
1399024521,10,0,May 2, 2014 5:55:21 PM
1399024724,10,0,May 2, 2014 5:58:45 PM
1399024725,10,1,May 2, 2014 5:58:45 PM
1399024725,10,1,May 2, 2014 5:58:46 PM
1399024726,10,0,May 2, 2014 5:58:46 PM
1399025112,10,0,May 2, 2014 6:05:13 PM
1399025113,10,1,May 2, 2014 6:05:13 PM
1399026380,10,1,May 2, 2014 6:26:21 AM
1399026381,10,0,May 2, 2014 6:26:21 AM
1399026405,10,0,May 2, 2014 6:26:46 AM
1399026406,10,1,May 2, 2014 6:26:46 AM
1399026946,10,1,May 2, 2014 6:35:47 AM
1399026947,10,0,May 2, 2014 6:35:47 AM
1399026955,10,0,May 2, 2014 6:35:56 AM
1399026956,10,1,May 2, 2014 6:35:56 AM
1399027324,10,1,May 2, 2014 6:42:05 PM
1399027325,10,0,May 2, 2014 6:42:05 PM
1399027514,10,0,May 2, 2014 6:45:15 PM
1399027515,10,1,May 2, 2014 6:45:15 PM
1399027516,10,1,May 2, 2014 6:45:17 PM
1399027517,10,0,May 2, 2014 6:45:17 PM
1399027792,10,0,May 2, 2014 6:49:53 PM
1399027793,10,1,May 2, 2014 6:49:53 PM
1399029208,10,1,May 2, 2014 7:13:29 PM
1399029209,10,0,May 2, 2014 7:13:29 PM
1399029339,10,0,May 2, 2014 7:15:40 PM
1399029340,10,1,May 2, 2014 7:15:40 PM
1399029738,10,1,May 2, 2014 7:22:19 AM
1399029739,10,0,May 2, 2014 7:22:19 AM
1399035677,10,0,May 2, 2014 9:01:18 PM
1399035678,10,1,May 2, 2014 9:01:18 PM
1399040592,10,1,May 2, 2014 10:23:13 AM
1399040593,10,0,May 2, 2014 10:23:13 AM
1399042182,10,0,May 2, 2014 10:49:43 AM
1399042183,10,1,May 2, 2014 10:49:43 AM
1399044156,10,1,May 2, 2014 11:22:37 AM
1399044157,10,0,May 2, 2014 11:22:37 AM
1399044157,10,0,May 2, 2014 11:22:38 AM
1399044158,10,1,May 2, 2014 11:22:38 AM
1399046429,10,1,May 2, 2014 12:00:30 AM
1399046430,10,0,May 2, 2014 12:00:30 AM
1399047838,10,0,May 2, 2014 12:23:59 AM
1399047839,10,1,May 2, 2014 12:23:59 AM
1399095529,10,1,May 3, 2014 1:38:50 PM
1399095530,10,0,May 3, 2014 1:38:50 PM
1399095947,10,0,May 3, 2014 1:45:48 PM
1399095948,10,1,May 3, 2014 1:45:48 PM
1399102695,10,1,May 3, 2014 3:38:16 AM
1399102696,10,0,May 3, 2014 3:38:16 AM
1399103098,10,0,May 3, 2014 3:44:59 AM
1399103099,10,1,May 3, 2014 3:44:59 AM
1399120331,10,1,May 3, 2014 8:32:12 PM
1399120332,10,0,May 3, 2014 8:32:12 PM
1399120453,10,0,May 3, 2014 8:34:14 PM
1399120454,10,1,May 3, 2014 8:34:14 PM
1399121602,10,1,May 3, 2014 8:53:23 PM
1399121603,10,0,May 3, 2014 8:53:23 PM
1399121608,10,0,May 3, 2014 8:53:29 PM
1399121609,10,1,May 3, 2014 8:53:29 PM
1399127490,10,1,May 3, 2014 10:31:31 AM
1399127491,10,0,May 3, 2014 10:31:31 AM
1399128633,10,0,May 3, 2014 10:50:34 AM
1399128634,10,1,May 3, 2014 10:50:34 AM
1399128635,10,1,May 3, 2014 10:50:36 AM
1399128636,10,0,May 3, 2014 10:50:36 AM
1399128688,10,0,May 3, 2014 10:51:29 AM
1399128689,10,1,May 3, 2014 10:51:29 AM
1399271601,10,1,May 5, 2014 2:33:22 PM
1399271602,10,0,May 5, 2014 2:33:22 PM
1399279810,10,0,May 5, 2014 4:50:11 PM
1399279811,10,1,May 5, 2014 4:50:11 PM
1399279811,10,1,May 5, 2014 4:50:12 PM
1399279812,10,0,May 5, 2014 4:50:12 PM
1399279823,10,0,May 5, 2014 4:50:24 PM
1399279824,10,1,May 5, 2014 4:50:24 PM
1399279824,10,1,May 5, 2014 4:50:25 PM
1399279825,10,0,May 5, 2014 4:50:25 PM
1399279864,10,0,May 5, 2014 4:51:05 PM
1399279865,10,1,May 5, 2014 4:51:05 PM
1399279866,10,1,May 5, 2014 4:51:07 PM
1399279867,10,0,May 5, 2014 4:51:07 PM
1399279901,10,0,May 5, 2014 4:51:42 PM
1399279902,10,1,May 5, 2014 4:51:42 PM
1399279904,10,1,May 5, 2014 4:51:45 PM
1399279905,10,0,May 5, 2014 4:51:45 PM
1399281982,10,0,May 5, 2014 5:26:23 PM
1399281983,10,1,May 5, 2014 5:26:23 PM
1399281983,10,1,May 5, 2014 5:26:24 PM
1399281984,10,0,May 5, 2014 5:26:24 PM
1399286111,10,0,May 5, 2014 6:35:12 PM
1399286112,10,1,May 5, 2014 6:35:12 PM
1399286963,10,1,May 5, 2014 6:49:24 AM
1399286964,10,0,May 5, 2014 6:49:24 AM
1399286974,10,0,May 5, 2014 6:49:35 AM
1399286975,10,1,May 5, 2014 6:49:35 AM
1399286977,10,1,May 5, 2014 6:49:38 AM
1399286978,10,0,May 5, 2014 6:49:38 AM
1399287016,10,0,May 5, 2014 6:50:17 AM
1399287017,10,1,May 5, 2014 6:50:17 AM
1399287018,10,1,May 5, 2014 6:50:19 AM
1399287019,10,0,May 5, 2014 6:50:19 AM
1399287051,10,0,May 5, 2014 6:50:52 AM
1399287052,10,1,May 5, 2014 6:50:52 AM
1399287054,10,1,May 5, 2014 6:50:55 AM
1399287055,10,0,May 5, 2014 6:50:55 AM
1399287534,10,0,May 5, 2014 6:58:55 AM
1399287535,10,1,May 5, 2014 6:58:55 AM
1399294193,10,1,May 5, 2014 8:49:54 AM
1399294194,10,0,May 5, 2014 8:49:54 AM
1399294382,10,0,May 5, 2014 8:53:03 AM
1399294383,10,1,May 5, 2014 8:53:03 AM
1399297820,10,1,May 5, 2014 9:50:21 AM
1399297821,10,0,May 5, 2014 9:50:21 AM
1399305215,10,0,May 5, 2014 11:53:36 PM
1399305216,10,1,May 5, 2014 11:53:36 PM
1399352566,10,1,May 6, 2014 1:02:47 PM
1399352567,10,0,May 6, 2014 1:02:47 PM
1399352614,10,0,May 6, 2014 1:03:35 AM
1399352615,10,1,May 6, 2014 1:03:35 AM
1399353366,10,1,May 6, 2014 1:16:07 PM
1399353367,10,0,May 6, 2014 1:16:07 PM
1399353389,10,0,May 6, 2014 1:16:30 PM
1399353390,10,1,May 6, 2014 1:16:30 PM
1399353390,10,1,May 6, 2014 1:16:31 PM
1399353391,10,0,May 6, 2014 1:16:31 PM
1399353427,10,0,May 6, 2014 1:17:08 PM
1399353428,10,1,May 6, 2014 1:17:08 PM
1399358910,10,1,May 6, 2014 2:48:31 AM
1399358911,10,0,May 6, 2014 2:48:31 AM
1399359584,10,0,May 6, 2014 2:59:45 AM
1399359585,10,1,May 6, 2014 2:59:45 AM
1399359715,10,1,May 6, 2014 3:01:56 AM
1399359716,10,0,May 6, 2014 3:01:56 AM
1399360010,10,0,May 6, 2014 3:06:51 AM
1399360011,10,1,May 6, 2014 3:06:51 AM
1399360014,10,1,May 6, 2014 3:06:55 AM
1399360015,10,0,May 6, 2014 3:06:55 AM
1399360111,10,0,May 6, 2014 3:08:32 AM
1399360112,10,1,May 6, 2014 3:08:32 AM
1399360113,10,1,May 6, 2014 3:08:34 AM
1399360114,10,0,May 6, 2014 3:08:34 AM
1399360146,10,0,May 6, 2014 3:09:07 AM
